naibbe_max,naibbe_min,voyb_max,voyb_min
rchdy,rSdy,chol,Sol
doleeol,dolEol,ytedy,ytedy
lksairy,lksaTy,ytain,ytaN
yshdy,yZdy,qodaiin,qdaM
dytdy,dytdy,ytody,ytody
lkain,lkaN,ykeshy,ykeZy
kar,kar,ar,ar
lshy,lZy,dshey,dZey
qordaiin,qrdaM,ytchy,ytSy
aiin,aM,dy,dy
olkchdy,olkSdy,qotal,qtal
olchy,olSy,shdy,Zdy
pody,pody,or,or
dar,dar,aiin,aM
qokeey,qkEy,chody,Sody
odeedal,odEdal,chey,Sey
cheedy,SEdy,ol,ol
qokchdy,qkSdy,teody,teody
ol,ol,aiin,aM
lkam,lkam,qokeey,qkEy
oles,oles,ol,ol
saiin,saM,kaiin,kaM
sheeor,ZEor,ol,ol
qokedy,qkedy,kain,kaN
ol,ol,olkeedy,olkEdy
qokeey,qkEy,qopcheey,qpSEy
shedy,Zedy,oty,oty
cheed,SEd,daiin,daM
okeey,okEy,otam,otam
oledaiin,oledaM,oteey,otEy
lsedair,lsedaT,ol,ol
ykiin,ykM,tey,tey
okain,okaN,choaiin,SoaM
ytiiin,yt3,ysheedy,yZEdy
okody,okody,ychedy,ySedy
shedy,Zedy,ytaiin,ytaM
opchaiin,opSaM,otam,otam
aireedain,aTEdaN,aiin,aM
lchedy,lSedy,ychey,ySey
opcheos,opSeos,or,or
opche,opSe,aiin,aM
aiin,aM,ytair,ytaT
lkedal,lkedal,ytaim,ytaK
cham,Sam,otal,otal
lchor,lSor,shod,Zod
opchr,opSr,qokchy,qkSy
ke,ke,qoody,qody
ar,ar,saim,saK
tey,tey,shody,Zody
olkchey,olkSey,qoty,qty
otedy,otedy,chody,Sody
ctheor,Qeor,ytody,ytody
ain,aN,olkey,olkey
solaly,solaly,otoloty,otoloty
ochail,oSaG,oltal,oltal
ykeoly,ykeoly,oky,oky
dar,dar,dam,dam
chor,Sor,dchol,dSol
okeody,okeody,chedy,Sedy
lkedaiin,lkedaM,qotain,qtaN
lseedal,lsEdal,otaiin,otaM
cheedy,SEdy,ol,ol
sheckhy,ZeXy,cheody,Seody
shedy,Zedy,olkeeody,olkEody
qokedy,qkedy,oreeem,orEem
shey,Zey,sol,sol
dalaly,dalaly,odaiin,odaM
shckhy,ZXy,ykeeshy,ykEZy
aiin,aM,ytchey,ytSey
aiiinedy,a3edy,lchody,lSody
cheedy,SEdy,ykar,ykar
chedy,Sedy,shey,Zey
tchedy,tSedy,ytaiin,ytaM
qokshedy,qkZedy,yteody,yteody
yshar,yZar,chedy,Sedy
oky,oky,qoteey,qtEy
shees,ZEs,octhy,oQy
qokedy,qkedy,dy,dy
qotain,qtaN,pchey,pSey
shcthod,ZQod,pchdar,pSdar
olkor,olkor,opor,opor
lkain,lkaN,cphy,Wy
qotol,qtol,cher,Ser
oteedy,otEdy,aiin,aM
otdain,otdaN,ofy,ofy
dar,dar,chedy,Sedy
odedaiin,odedaM,otedalol,otedalol
otcheol,otSeol,orairody,oraTody
daiin,daM,qotchdain,qtSdaN
orair,oraT,qopy,qpy
lchy,lSy,ochody,oSody
kar,kar,chol,Sol
olsheedo,olZEdo,chey,Sey
olkedy,olkedy,qotchdy,qtSdy
qotedy,qtedy,kchdy,kSdy
chedy,Sedy,qopchd,qpSd
qopeeol,qpEol,chpchy,SpSy
leam,leam,qopchy,qpSy
chckhy,SXy,qoky,qky
olkar,olkar,chedy,Sedy
kd,kd,qokol,qkol
olcheeol,olSEol,lram,lram
sheey,ZEy,qolchy,qlSy
alees,alEs,olkeedy,olkEdy
ckheedy,XEdy,chdal,Sdal
yeal,yeal,chedy,Sedy
okar,okar,chor,Sor
qeol,qeol,ar,ar
qopcheor,qpSeor,arody,arody
pchaim,pSaK,qokchdy,qkSdy
solee,solE,chdal,Sdal
oksheeo,okZEo,okar,okar
kr,kr,chdy,Sdy
qokain,qkaN,otaiin,otaM
okaiin,okaM,dshor,dZor
chedal,Sedal,shdy,Zdy
pched,pSed,shor,Zor
shol,Zol,ol,ol
sheedy,ZEdy,aiin,aM
qoy,qy,olkeedy,olkEdy
olchedy,olSedy,shdal,Zdal
odr,odr,oteor,oteor
aiin,aM,chdar,Sdar
okcheeey,okSEey,lkarchees,lkarSEs
shedy,Zedy,olkar,olkar
dchdy,dSdy,dalam,dalam
lchedy,lSedy,tar,tar
odas,odas,lol,lol
ar,ar,chol,Sol
qoteedy,qtEdy,olkar,olkar
qockheody,qXeody,daiin,daM
tchees,tSEs,chear,Sear
sheedy,ZEdy,or,or
okaiin,okaM,otshey,otZey
chedain,SedaN,qokar,qkar
lkain,lkaN,opchey,opSey
chedy,Sedy,taiky,taiky
sokol,sokol,qokar,qkar
qokaiin,qkaM,daiin,daM
shedy,Zedy,sheol,Zeol
ytchy,ytSy,keear,kEar
ykeeol,ykEol,or,or
qoteey,qtEy,chedy,Sedy
oiinol,oMol,orsheeen,orZEen
tchoy,tSoy,qotain,qtaN
chain,SaN,odaiin,odaM
odos,odos,olkeshar,olkeZar
ychal,ySal,qokar,qkar
solkoiin,solkoM,ar,ar
shckhy,ZXy,qokaiin,qkaM
air,aT,ylchedor,ylSedor
dair,daT,or,or
chey,Sey,aiin,aM
olshedar,olZedar,ol,ol
kear,kear,or,or
qokedal,qkedal,olkal,olkal
okaiin,okaM,or,or
qodaiin,qdaM,shedy,Zedy
kes,kes,qokal,qkal
ycheeo,ySEo,sar,sar
cheeor,SEor,orchey,orSey
qotedy,qtedy,dy,dy
odaim,odaK,ykaiin,ykaM
qokar,qkar,odaiin,odaM
dal,dal,chal,Sal
shedy,Zedy,sair,saT
daiin,daM,ytar,ytar
ain,aN,chody,Sody
sheedain,ZEdaN,ldaly,ldaly
okaiin,okaM,chdal,Sdal
ldal,ldal,ykchedy,ykSedy
oteedy,otEdy,lkchedy,lkSedy
qotary,qtary,dam,dam
sheedy,ZEdy,dshor,dZor
oreeo,orEo,ykaiin,ykaM
okain,okaN,dar,dar
qokain,qkaN,sheey,ZEy
okeey,okEy,qokol,qkol
qokedy,qkedy,cheol,Seol
sheey,ZEy,otar,otar
chedy,Sedy,ar,ar
san,san,aiiin,a3
kiin,kM,qoteeos,qtEos
okain,okaN,aiin,aM
kedal,kedal,sarar,sarar
olky,olky,ykaiin,ykaM
odyeedy,odyEdy,saldam,saldam
pchaiin,pSaM,sheol,Zeol
qotchdy,qtSdy,qckhy,qXy
qotees,qtEs,dalor,dalor
okeey,okEy,olaiin,olaM
sheedy,ZEdy,olkaiin,olkaM
qolkdar,qlkdar,qodar,qdar
tcheed,tSEd,oxy,oxy
cheeos,SEos,qokaiin,qkaM
chdy,Sdy,olkeey,olkEy
soly,soly,qokear,qkear
chdy,Sdy,or,or
qokchedy,qkSedy,cheeaiin,SEaM
okdam,okdam,yteedy,ytEdy
psheol,pZeol,qoko,qko
olyee,olyE,lchdol,lSdol
okal,okal,or,or
ykchdal,ykSdal,chcphar,SWar
otchdy,otSdy,ar,ar
lsheeo,lZEo,ykeealar,ykEalar
odeody,odeody,qokal,qkal
ol,ol,otar,otar
oky,oky,ykairolky,ykaTolky
redaiin,redaM,ctholcthy,QolQy
chdaiin,SdaM,qopaiin,qpaM
qokedy,qkedy,ypchdy,ypSdy
odol,odol,cpholkaiin,WolkaM
ykal,ykal,cholfchy,SolfSy
aiin,aM,qopar,qpar
qofchedy,qfSedy,aroiin,aroM
tedy,tedy,opchedy,opSedy
shey,Zey,opoly,opoly
odey,odey,ykchy,ykSy
deed,dEd,cholkaiin,SolkaM
lchey,lSey,chey,Sey
shedy,Zedy,ykeeedy,ykEedy
shar,Zar,okal,okal
dleey,dlEy,or,or
ol,ol,checfhy,SeYy
olyeeody,olyEody,lkey,lkey
reedal,rEdal,okar,okar
chckhoy,SXoy,dar,dar
chos,Sos,ol,ol
qokaiin,qkaM,ain,aN
chedy,Sedy,shol,Zol
lcheo,lSeo,shotaiin,ZotaM
shctheeody,ZQEody,shckhor,ZXor
chedy,Sedy,olaiin,olaM
ycheed,ySEd,chdy,Sdy
qokaiin,qkaM,qokain,qkaN
yteeoy,ytEoy,odaiiin,oda3
okeear,okEar,cheor,Seor
okchdy,okSdy,olkain,olkaN
lsiin,lsM,chey,Sey
otor,otor,taiin,taM
cheey,SEy,okaiin,okaM
olyeedain,olyEdaN,qokaiin,qkaM
ypches,ypSes,yteey,ytEy
sheedy,ZEdy,otain,otaN
qokeey,qkEy,chey,Sey
chey,Sey,okam,okam
ol,ol,qokar,qkar
daiin,daM,qokain,qkaN
ykan,ykan,okaiin,okaM
qokchedy,qkSedy,par,par
ytl,ytl,or,or
dsheedy,dZEdy,aiin,aM
qokedy,qkedy,dar,dar
aredar,aredar,aiiin,a3
aiin,aM,qckhear,qXear
otaiin,otaM,shoifhy,Zoifhy
chedy,Sedy,qotedy,qtedy
olkeey,olkEy,opchdy,opSdy
sheey,ZEy,olain,olaN
shy,Zy,ar,ar
ar,ar,alkar,alkar
qokar,qkar,am,am
dain,daN,ytaiin,ytaM
chail,SaG,ytair,ytaT
dalym,dalym,dalol,dalol
qokchy,qkSy,ytal,ytal
rdaiin,rdaM,dar,dar
dshedain,dZedaN,aiiin,a3
cthaly,Qaly,chol,Sol
okaiin,okaM,olkchey,olkSey
okeedy,okEdy,lkar,lkar
sheees,ZEes,otal,otal
daleody,daleody,qotar,qtar
qockhey,qXey,dam,dam
qoteedy,qtEdy,pol,pol
lkeeol,lkEol,shopchey,ZopSey
qokeey,qkEy,pchecfhey,pSeYey
qokaiin,qkaM,or,or
chckhy,SXy,aiiin,a3
okchdar,okSdar,qokaiin,qkaM
lchedor,lSedor,cholkar,Solkar
ar,ar,pdaiin,pdaM
teeo,tEo,otol,otol
otedal,otedal,podaiin,podaM
chckhedol,SXedol,ocphey,oWey
raiin,raM,opchor,opSor
qokol,qkol,olkshed,olkZed
otaiin,otaM,qofod,qfod
aiiinedar,a3edar,opdaiin,opdaM
dar,dar,adar,adar
qokeedy,qkEdy,dairody,daTody
lkeeedy,lkEedy,oreeey,orEey
dy,dy,lkeeor,lkEor
sheedar,ZEdar,daiin,daM
olkol,olkol,olteody,olteody
otdar,otdar,tar,tar
cheed,SEd,otyteeodain,otytEodaN
oredy,oredy,yty,yty
qokedaiin,qkedaM,sheey,ZEy
chaiir,SaU,tar,tar
qokain,qkaN,ar,ar
qotar,qtar,am,am
dain,daN,ody,ody
chdy,Sdy,lshechy,lZeSy
kshesy,kZesy,tshy,tZy
ky,ky,qokeedy,qkEdy
olkdaiin,olkdaM,kain,kaN
olsheod,olZeod,ytaiin,ytaM
pchain,pSaN,chees,SEs
tcheedy,tSEdy,tairoor,taToor
chal,Sal,qotar,qtar
odyeol,odyeol,taikhy,taikhy
schedar,sSedar,damom,damom
chedy,Sedy,qokar,qkar
lkedaiin,lkedaM,olkedy,olkedy
qokeedy,qkEdy,otor,otor
solkeeos,solkEos,chedy,Sedy
dar,dar,qokar,qkar
shes,Zes,opchedy,opSedy
oty,oty,dar,dar
koy,koy,okar,okar
otar,otar,ar,ar
shckheedy,ZXEdy,dair,daT
qokedy,qkedy,ain,aN
syo,syo,ol,ol
om,om,keodar,keodar
ytcheer,ytSEr,chey,Sey
ar,ar,keody,keody
okeedy,okEdy,choty,Soty
dolaiin,dolaM,dal,dal
dolaim,dolaK,ody,ody
dy,dy,qokeedy,qkEdy
shey,Zey,pchedy,pSedy
qokchey,qkSey,ytshy,ytZy
shees,ZEs,tody,tody
raiin,raM,dal,dal
ol,ol,tchedy,tSedy
olkeey,olkEy,qokar,qkar
ykdar,ykdar,oly,oly
orar,orar,yteedy,ytEdy
dar,dar,qokar,qkar
qokaiin,qkaM,olkar,olkar
cthdy,Qdy,qodar,qdar
shody,Zody,ykaiin,ykaM
qokain,qkaN,orokeeeey,orokEEy
qotedy,qtedy,ofchedy,ofSedy
lkiin,lkM,qokaiin,qkaM
otdy,otdy,araram,araram
otchedy,otSedy,saiin,saM
shory,Zory,shor,Zor
lchedy,lSedy,shekaiin,ZekaM
tchdar,tSdar,chedy,Sedy
odeedar,odEdar,cholkeod,Solkeod
chdain,SdaN,qokchy,qkSy
doleedy,dolEdy,orchcthy,orSQy
oteedar,otEdar,olteedy,oltEdy
shckheedy,ZXEdy,dar,dar
chdy,Sdy,otar,otar
lchom,lSom,aim,aK
qotain,qtaN,alshdr,alZdr
sedor,sedor,lkar,lkar
shedy,Zedy,dal,dal
cheey,SEy,kshd,kZd
cheedaiin,SEdaM,shdar,Zdar
kr,kr,shedy,Zedy
chy,Sy,qody,qdy
aiin,aM,sheey,ZEy
oreeo,orEo,qotedy,qtedy
olkedain,olkedaN,olkeey,olkEy
or,or,qokchdy,qkSdy
olteeey,oltEey,ramshy,ramZy
shey,Zey,qokaiin,qkaM
dchod,dSod,qokar,qkar
olchy,olSy,okar,okar
dalain,dalaN,qotar,qtar
qotedy,qtedy,lor,lor
oredaiin,oredaM,qokchdy,qkSdy
ol,ol,dar,dar
alyedy,alyedy,shey,Zey
okeedy,okEdy,dytshedy,dytZedy
sheckhy,ZeXy,qotol,qtol
ytedy,ytedy,dytshy,dytZy
qokeeod,qkEod,dy,dy
qotedy,qtedy,dchedy,dSedy
ory,ory,chcthdy,SQdy
qoy,qy,shol,Zol
sar,sar,oky,oky
qokain,qkaN,ytaiin,ytaM
qokar,qkar,ykain,ykaN
shar,Zar,chedy,Sedy
lkchal,lkSal,dy,dy
cpheor,Weor,dal,dal
or,or,shdaiin,ZdaM
lchair,lSaT,polkchy,polkSy
ytcham,ytSam,tshed,tZed
yshedam,yZedam,qopchey,qpSey
opcheor,opSeor,paroiin,paroM
chedy,Sedy,chefchy,SefSy
qokedy,qkedy,qopar,qpar
las,las,qopchedy,qpSedy
chdy,Sdy,qopydaiin,qpydaM
oteey,otEy,qopary,qpary
sheey,ZEy,dair,daT
okeedy,okEdy,chepy,Sepy
okeod,okeod,qokaiin,qkaM
qotaiin,qtaM,olkar,olkar
qokain,qkaN,olkchdy,olkSdy
tey,tey,okaral,okaral
pchedar,pSedar,dar,dar
rd,rd,olkchey,olkSey
qol,ql,otytam,otytam
olkaiin,olkaM,orom,orom
oteeor,otEor,qokeey,qkEy
lchedy,lSedy,qoeear,qEar
okar,okar,chsey,Ssey
olky,olky,oky,oky
qokal,qkal,qokar,qkar
ytedal,ytedal,orchey,orSey
odeear,odEar,qotar,qtar
okain,okaN,olkchedy,olkSedy
sedal,sedal,qokaiin,qkaM
opedar,opedar,am,am
lchedy,lSedy,dar,dar
olkeedy,olkEdy,olkaiin,olkaM
oshey,oZey,ydy,ydy
yshdy,yZdy,lkchedy,lkSedy
odeol,odeol,okeeeykchy,okEeykSy
sain,saN,dl,dl
olcheedain,olSEdaN,ld,ld
pchiiin,pS3,lol,lol
yshair,yZaT,sheey,ZEy
chey,Sey,qokshey,qkZey
areal,areal,tain,taN
sheol,Zeol,g,g
lsedain,lsedaN,sor,sor
aiin,aM,aiin,aM
solos,solos,ar,ar
ycheed,ySEd,shey,Zey
dshy,dZy,qoteody,qteody
qoteey,qtEy,or,or
lsedair,lsedaT,aiiin,a3
cheedy,SEdy,oeey,oEy
ol,ol,ldaiiin,lda3
olkchdy,olkSdy,or,or
otedy,otedy,oro,oro
qokeey,qkEy,ol,ol
olkeedy,olkEdy,kaiiin,ka3
okshar,okZar,sas,sas
okey,okey,aiin,aM
dar,dar,otariin,otarM
schedor,sSedor,otar,otar
olkedair,olkedaT,cheody,Seody
dy,dy,qotaiin,qtaM
qotain,qtaN,qokaiin,qkaM
chctho,SQo,ol,ol
qokear,qkear,tey,tey
aiiineeo,a3Eo,qokaiin,qkaM
ychiiin,yS3,otar,otar
oldor,oldor,ol,ol
qokedy,qkedy,dairal,daTal
daiin,daM,daiin,daM
qol,ql,qokar,qkar
olyor,olyor,choltal,Soltal
olye,olye,cthdy,Qdy
aiin,aM,qokeey,qkEy
soleeo,solEo,lkaiin,lkaM
chy,Sy,olkaiin,olkaM
lchdair,lSdaT,araiin,araM
daiin,daM,lshar,lZar
shckhy,ZXy,okar,okar
ykedar,ykedar,qoeedy,qEdy
oleear,olEar,qotar,qtar
oliiin,ol3,otal,otal
otedy,otedy,olky,olky
qotal,qtal,qokal,qkal
otedy,otedy,ol,ol
aiin,aM,kaiin,kaM
chctheeey,SQEey,octhair,oQaT
am,am,lo,lo
qedy,qedy,poiin,poM
oaiin,oaM,otal,otal
pcheeody,pSEody,kal,kal
ar,ar,toror,toror
qotshor,qtZor,olaiin,olaM
qokal,qkal,okeockhey,okeoXey
shedy,Zedy,olkeey,olkEy
qotedy,qtedy,qoedy,qedy
olkeey,olkEy,lkaiin,lkaM
otedy,otedy,oltam,oltam
shol,Zol,yaiin,yaM
arm,arm,dar,dar
oteeo,otEo,otol,otol
alyedy,alyedy,qokain,qkaN
qopcheom,qpSeom,qoky,qky
ar,ar,lkor,lkor
oky,oky,dal,dal
ar,ar,oraiin,oraM
qopchedal,qpSedal,cheoty,Seoty
qoky,qky,qotaiin,qtaM
olcham,olSam,olkam,olkam
saleo,saleo,daiin,daM
qotar,qtar,ar,ar
fedair,fedaT,qotal,qtal
olkedy,olkedy,kshdy,kZdy
kdar,kdar,otar,otar
qopcheey,qpSEy,shcthdy,ZQdy
aiiinedal,a3edal,qokol,qkol
okain,okaN,chotal,Sotal
doleor,doleor,kar,kar
qokaiin,qkaM,olkar,olkar
shey,Zey,alky,alky
lkchesy,lkSesy,qokaiin,qkaM
aiin,aM,octhy,oQy
daiin,daM,oltchey,oltSey
lchdy,lSdy,qotal,qtal
qoky,qky,lkalol,lkalol
shey,Zey,sheol,Zeol
oly,oly,qotaiin,qtaM
ckhy,Xy,ytain,ytaN
dshal,dZal,ytody,ytody
cheey,SEy,otaiin,otaM
okshody,okZody,qokain,qkaN
shdaiin,ZdaM,otal,otal
shey,Zey,otal,otal
rcheos,rSeos,lt,lt
lkeey,lkEy,al,al
aiin,aM,lkar,lkar
yky,yky,chdy,Sdy
qoeeal,qEal,qotol,qtol
ordy,ordy,qokain,qkaN
otol,otol,qokaiin,qkaM
otain,otaN,choty,Soty
keeo,kEo,ytaiin,ytaM
qocheol,qSeol,chokain,SokaN
qokchdy,qkSdy,chocthy,SoQy
oledaiin,oledaM,chy,Sy
qokal,qkal,taiin,taM
kal,kal,okaiin,okaM
orcheal,orSeal,okan,okan
ol,ol,shor,Zor
aiiine,a3e,qoky,qky
yteeam,ytEam,chorolk,Sorolk
chol,Sol,chokaiin,SokaM
dy,dy,qoolkaiin,qolkaM
olchody,olSody,qoaiin,qaM
chol,Sol,or,or
ochail,oSaG,aiiin,a3
keeod,kEod,ykedy,ykedy
shedy,Zedy,paiin,paM
or,or,otar,otar
pcheam,pSeam,otolkshy,otolkZy
aiin,aM,qokshey,qkZey
qokal,qkal,ar,ar
kaiin,kaM,otalky,otalky
ychan,ySan,chear,Sear
qokm,qkm,aiodam,aiodam
olkain,olkaN,tchedy,tSedy
qokeey,qkEy,opaiis,opaiis
qokchedy,qkSedy,chedaiin,SedaM
dar,dar,dsheedy,dZEdy
tcheoy,tSeoy,qopchedal,qpSedal
chey,Sey,keo,keo
qokaiin,qkaM,daiin,daM
shckhy,ZXy,otalaiin,otalaM
ral,ral,oar,oar
shckheeor,ZXEor,dor,dor
qokedy,qkedy,cheody,Seody
qofchedy,qfSedy,okaiin,okaM
aredol,aredol,odor,odor
shedy,Zedy,okal,okal
daiin,daM,okair,okaT
orcheey,orSEy,oky,oky
shody,Zody,daiis,daiis
olkeey,olkEy,qotar,qtar
opas,opas,okar,okar
okeedy,okEdy,olaiin,olaM
olsheo,olZeo,todal,todal
qokeey,qkEy,cholky,Solky
chary,Sary,qokal,qkal
sald,sald,shdy,Zdy
qotshain,qtZaN,qoky,qky
sheol,Zeol,otody,otody
keey,kEy,qokol,qkol
orear,orear,chey,Sey
qokedal,qkedal,qokair,qkaT
qokain,qkaN,opary,opary
doldy,doldy,shor,Zor
otaiin,otaM,olkeedy,olkEdy
rr,rr,olkchdy,olkSdy
qokain,qkaN,cheedy,SEdy
tched,tSed,kalchdy,kalSdy
pcheeol,pSEol,ched,Sed
tdy,tdy,aiin,aM
otaiin,otaM,or,or
qodor,qdor,chol,Sol
okeey,okEy,kar,kar
qotedaiiin,qteda3,am,am
oto,oto,daiin,daM
qokeey,qkEy,chekar,Sekar
qotchair,qtSaT,olkaiin,olkaM
doldar,doldar,olkeody,olkeody
qokaiin,qkaM,ykaiin,ykaM
oor,oor,otain,otaN
qotal,qtal,dar,dar
oksheear,okZEar,okeedy,okEdy
dar,dar,ykaro,ykaro
qokar,qkar,saiin,saM
qoky,qky,choky,Soky
tor,tor,qotchdy,qtSdy
qoky,qky,otaly,otaly
sorol,sorol,chedy,Sedy
otched,otSed,dal,dal
ctho,Qo,dy,dy
olkol,olkol,chckhaiin,SXaM
olkair,olkaT,chk,Sk
okar,okar,qof,qf
chor,Sor,pchedar,pSedar
olr,olr,or,or
chal,Sal,aiin,aM
soleody,soleody,cheor,Seor
lkchal,lkSal,kas,kas
qoeedar,qEdar,or,or
cheey,SEy,als,als
dar,dar,oxockhey,oxoXey
chdy,Sdy,olkain,olkaN
otal,otal,am,am
qotaiin,qtaM,yty,yty
odyaly,odyaly,qokaiin,qkaM
ocheeey,oSEey,ykal,ykal
qotedy,qtedy,chdy,Sdy
dchear,dSear,qoky,qky
cheedy,SEdy,osain,osaN
lchedy,lSedy,chy,Sy
otedy,otedy,kaedy,kaedy
olkeey,olkEy,dam,dam
odeol,odeol,otar,otar
okchedy,okSedy,chdy,Sdy
oldam,oldam,dytchdy,dytSdy
sheckhy,ZeXy,tshedy,tZedy
shedy,Zedy,chedar,Sedar
qokeam,qkeam,char,Sar
lseeey,lsEey,qokchedy,qkSedy
sheody,Zeody,okal,okal
otain,otaN,dar,dar
otal,otal,opchaikhy,opSaikhy
otey,otey,oteedan,otEdan
chedy,Sedy,ol,ol
qopchedy,qpSedy,teedy,tEdy
sear,sear,oteey,otEy
qokaiin,qkaM,qekeey,qekEy
otshair,otZaT,oteey,otEy
lchedy,lSedy,teedal,tEdal
ykeoy,ykeoy,ykeedy,ykEdy
shedy,Zedy,qotar,qtar
qokchdy,qkSdy,ain,aN
qoeedy,qEdy,yshedy,yZedy
lshaiiin,lZa3,chdaiin,SdaM
oteedar,otEdar,otedy,otedy
olkchdy,olkSdy,sdal,sdal
solkeees,solkEes,tam,tam
y,y,dy,dy
qockheor,qXeor,eedy,Edy
dal,dal,qokeey,qkEy
lte,lte,tam,tam
chs,Ss,dchdy,dSdy
lke,lke,otar,otar
yty,yty,otchy,otSy
saleo,saleo,kedy,kedy
ldl,ldl,qokchdy,qkSdy
qokey,qkey,ol,ol
lkain,lkaN,okchy,okSy
shedy,Zedy,tedain,tedaN
dar,dar,chedy,Sedy
tcheal,tSeal,qokshd,qkZd
qey,qey,okchdy,okSdy
qokaiin,qkaM,qokeal,qkeal
qotal,qtal,chorchor,SorSor
qotedy,qtedy,tchor,tSor
dorol,dorol,am,am
otchaiin,otSaM,ycheeo,ySEo
qotchdy,qtSdy,lkeol,lkeol
saly,saly,otor,otor
peeor,pEor,opchdy,opSdy
yteeody,ytEody,qotar,qtar
al,al,aral,aral
okal,okal,otor,otor
lkchdam,lkSdam,otchy,otSy
chedy,Sedy,tody,tody
olshy,olZy,oty,oty
oldain,oldaN,toky,toky
oteey,otEy,shey,Zey
qotiin,qtM,qokaiin,qkaM
qotain,qtaN,pchedaiin,pSedaM
shedy,Zedy,sheocthy,ZeoQy
chcthdar,SQdar,daiin,daM
chctheeo,SQEo,cphedy,Wedy
okedaiin,okedaM,pchd,pSd
shckhy,ZXy,oteey,otEy
otchey,otSey,qotchy,qtSy
chcphaiin,SWaM,par,par
qokaiin,qkaM,ar,ar
otain,otaN,ytar,ytar
ytcheeol,ytSEol,okedy,okedy
olkaiin,olkaM,okeedy,okEdy
ol,ol,qokshey,qkZey
pcheo,pSeo,otaiin,otaM
teeeody,tEeody,y,y
ar,ar,ypchdair,ypSdaT
ykar,ykar,ol,ol
otaiin,otaM,s,s
olcheedal,olSEdal,aiin,aM
okeedy,okEdy,oly,oly
dolair,dolaT,ol,ol
qoy,qy,air,aT
qokeey,qkEy,cheey,SEy
qokain,qkaN,okchaiin,okSaM
dolm,dolm,shy,Zy
otaiin,otaM,tar,tar
aiin,aM,ar,ar
oteey,otEy,aiin,aM
olchal,olSal,otody,otody
olchees,olSEs,qodar,qdar
oteedy,otEdy,oteey,otEy
okchedy,okSedy,dar,dar
chedy,Sedy,todaiin,todaM
qokeedy,qkEdy,shcthhy,ZQhy
otchdy,otSdy,qokar,qkar
shl,Zl,chetaiin,SetaM
lchedy,lSedy,chdy,Sdy
areeedy,arEedy,ykol,ykol
kchedy,kSedy,qoky,qky
qotchy,qtSy,or,or
sheeo,ZEo,eedy,Edy
qotedy,qtedy,oky,oky
qokeey,qkEy,daiin,daM
olkeey,olkEy,chcthy,SQy
dar,dar,chdy,Sdy
qokair,qkaT,chckhy,SXy
okal,okal,okaiin,okaM
kiin,kM,kshdor,kZdor
ckho,Xo,chepchdy,SepSdy
shol,Zol,ofaiin,ofaM
ofeey,ofEy,ol,ol
qodain,qdaN,oldaiin,oldaM
leeedy,lEedy,opshol,opZol
sor,sor,qokaiin,qkaM
teeody,tEody,oty,oty
dsheear,dZEar,odain,odaN
shedy,Zedy,ol,ol
odoy,odoy,chdy,Sdy
keed,kEd,chdy,Sdy
shol,Zol,qokaiin,qkaM
cheol,Seol,shdy,Zdy
qol,ql,qokaiin,qkaM
olkain,olkaN,chdy,Sdy
qokedar,qkedar,kol,kol
qol,ql,chdy,Sdy
soreol,soreol,qoty,qty
olkeedy,olkEdy,oky,oky
chckhy,SXy,dan,dan
odeey,odEy,teodaiin,teodaM
qopa,qpa,oekeey,oekEy
lkches,lkSes,qokees,qkEs
lkcheedy,lkSEdy,ody,ody
dar,dar,chekaiin,SekaM
qokar,qkar,chekaiin,SekaM
oteey,otEy,chky,Sky
oky,oky,chaiin,SaM
okal,okal,ycheey,ySEy
chal,Sal,ky,ky
qoteed,qtEd,olkain,olkaN
yteey,ytEy,chey,Sey
qokody,qkody,kain,kaN
chdy,Sdy,cholky,Solky
olkal,olkal,chedy,Sedy
peeal,pEal,qokaiin,qkaM
raiiin,ra3,chy,Sy
qokain,qkaN,kaiin,kaM
qokchedam,qkSedam,ly,ly
qopcheey,qpSEy,ytar,ytar
qokar,qkar,chedy,Sedy
sheody,Zeody,todain,todaN
shedair,ZedaT,qoky,qky
dchey,dSey,shdaly,Zdaly
qokchdy,qkSdy,tchdor,tSdor
yshaly,yZaly,or,or
kchy,kSy,chekchdy,SekSdy
qotedy,qtedy,qokar,qkar
otody,otody,chcthy,SQy
solain,solaN,qotchdy,qtSdy
oky,oky,lshedy,lZedy
ar,ar,qoky,qky
dchor,dSor,qofain,qfaN
dal,dal,dy,dy
chedy,Sedy,ykchedy,ykSedy
daredy,daredy,sheky,Zeky
keeo,kEo,chekar,Sekar
pchaly,pSaly,chdain,SdaN
qocthey,qQey,chdaiin,SdaM
qokeedy,qkEdy,okar,okar
doleol,doleol,chetchdy,SetSdy
lkeey,lkEy,chdy,Sdy
qokshain,qkZaN,chkam,Skam
oteedy,otEdy,olkor,olkor
aiin,aM,chdaiin,SdaM
chey,Sey,chol,Sol
ckhedair,XedaT,kaiin,kaM
y,y,qokeedy,qkEdy
qoteey,qtEy,qoky,qky
qoam,qam,chedy,Sedy
lkeol,lkeol,lchedy,lSedy
opchdal,opSdal,chedy,Sedy
sheckhy,ZeXy,alod,alod
kary,kary,tchdy,tSdy
okain,okaN,tchor,tSor
ysho,yZo,chol,Sol
olkaiin,olkaM,tar,tar
chody,Sody,chdy,Sdy
oreor,oreor,okol,okol
